,summer song,summer artist,year summer,winter song,winter artist,year winter
3202,Everybody Wants To Rule The World, Tears For Fears,1985,Party All The Time, Eddie Murphy,1985
3203,Raspberry Beret, Prince And The Revolution,1985,Alive & Kicking, Simple Minds,1985
3204,A View To A Kill, Duran Duran,1985,Separate Lives, Phil Collins and Marilyn Martin,1985
3205,Angel, Madonna,1985,Election Day, Arcadia,1985
3206,In My House, Mary Jane Girls,1985,I Miss You, Klymaxx,1985
3207,Things Can Only Get Better, Howard Jones,1985,Thats What Friends Are For, Dionne & Friends,1985
3208,Walking On Sunshine, Katrina And The Waves,1985,Small Town, John Mellencamp,1985
3209,The Search Is Over, Survivor,1985,Sleeping Bag, ZZ Top,1985
3210,Suddenly, Billy Ocean,1985,Perfect Way, Scritti Politti,1985
3211,Smugglers Blues, Glenn Frey,1985,Tonight She Comes, The Cars,1985
3212,Everything She Wants, Wham!,1985,Never, Heart,1985
3213,Would I Lie To You?, Eurythmics,1985,Walk Of Life, Dire Straits,1985
3214,Axel F, Harold Faltermeyer,1985,We Built This City, Starship,1985
3215,Voices Carry, 'Til Tuesday,1985,Talk To Me, Stevie Nicks,1985
3216,You Give Good Love, Whitney Houston,1985,Burning Heart, Survivor,1985
3217,Fresh, Kool & The Gang,1985,Whos Zoomin Who, Aretha Franklin,1985
3218,The Goonies `R Good Enough, Cyndi Lauper,1985,Emergency, Kool & The Gang,1985
3219,Everytime You Go Away, Paul Young,1985,Love Is The Seventh Wave, Sting,1985
3220,Glory Days, Bruce Springsteen,1985,Wrap Her Up, Elton John,1985
3221,Never Ending Story, Limahl,1985,Conga, Miami Sound Machine,1985
3222,Tough All Over, John Cafferty & The Beaver Brown Band,1985,Its Only Love, Bryan Adams/Tina Turner,1985
3223,Crazy In The Night (Barking At Airplanes), Kim Carnes,1985,Youre A Friend Of Mine, Clarence Clemons & Jackson Browne,1985
3224,Sentimental Street, Night Ranger,1985,Im Your Man, Wham!,1985
3225,If You Love Somebody Set Them Free, Sting,1985,Go Home, Stevie Wonder,1985
3226,Dont You (Forget About Me), Simple Minds,1985,Object Of My Desire, Starpoint,1985
3227,Getcha Back, The Beach Boys,1985,Spies Like Us, Paul McCartney,1985
3228,Just As I Am, Air Supply,1985,Everybody Dance, Ta Mara & The Seen,1985
3229,Cannonball, Supertramp,1985,Goodbye, Night Ranger,1985
3230,Possession Obsession, Daryl Hall John Oates,1985,Lay Your Hands On Me, Thompson Twins,1985
3231,19, Paul Hardcastle,1985,My Hometown, Bruce Springsteen,1985
3232,People Are People, Depeche Mode,1985,Do It For Love, Sheena Easton,1985
3233,Whos Holding Donna Now, Debarge,1985,You Belong To The City, Glenn Frey,1985
3234,Get It On (Bang A Gong), The Power Station,1985,Sex As A Weapon, Pat Benatar,1985
3235,Never Surrender, Corey Hart,1985,Sidewalk Talk, Jellybean Featuring Catherine Buchanan,1985
3236,Just A Gigolo/I Aint Got Nobody, David Lee Roth,1985,Sisters Are Doin It For Themselves, Eurythmics & Aretha Franklin,1985
3237,Little By Little, Robert Plant,1985,Face The Face, Pete Townshend,1985
3238,Wake Up (Next To You), Graham Parker & The Shot,1985,"When The Going Gets Tough, The Tough Get Going", Billy Ocean,1985
3239,Smooth Operator, Sade,1985,Sun City, Artists United Against Apartheid,1985
3240,You Spin Me Round (Like A Record), Dead Or Alive,1985,To Live And Die In L.A., Wang Chung,1985
3241,What About Love?, Heart,1985,How Will I Know, Whitney Houston,1985
3242,Animal Instinct, Commodores,1985,Everything In My Heart, Corey Hart,1985
3243,Black Cars, Gino Vannelli,1985,A Love Bizarre, Sheila E.,1985
3244,Shout, Tears For Fears,1985,Part-Time Lover, Stevie Wonder,1985
3245,Crazy For You, Madonna,1985,The Sweetest Taboo, Sade,1985
3246,Centerfield, John Fogerty,1985,Miami Vice Theme, Jan Hammer,1985
3247,Find A Way, Amy Grant,1985,Life In A Northern Town, The Dream Academy,1985
3248,Everything I Need, Men At Work,1985,You Are My Lady, Freddie Jackson,1985
3249,Say Youre Wrong, Julian Lennon,1985,The Sun Always Shines on T.V., a-ha,1985
3250,Not Enough Love In The World, Don Henley,1985,The Big Money, Rush,1985
3251,Forever, Kenny Loggins,1985,"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")", Baltimora,1985
3252,Let Him Go, Animotion,1985,Count Me Out, New Edition,1985
3253,Freeway Of Love, Aretha Franklin,1985,Living In America, James Brown,1985
3254,One Lonely Night, REO Speedwagon,1985,Love Theme From St. Elmos Fire (Instrumental), David Foster,1985
3255,Reaction To Action, Foreigner,1985,Head Over Heels, Tears For Fears,1985
3256,State Of the Heart, Rick Springfield,1985,Too Young, Jack Wagner,1985
3257,One Night In Bangkok, Murray Head,1985,Be Near Me, ABC,1985
3258,Rock Me Tonight, Freddie Jackson,1985,Leader Of The Pack, Twisted Sister,1985
3259,Some Like It Hot, The Power Station,1985,Everything Must Change, Paul Young,1985
3260,All You Zombies, Hooters,1985,Kyrie, Mr. Mister,1985
3261,Make It Better (Forget About Me), Tom Petty And The Heartbreakers,1985,Silent Running (On Dangerous Ground), Mike + The Mechanics,1985
3262,Meeting In The Ladies Room, Klymaxx,1985,Go, Asia,1985
3263,Dangerous, Natalie Cole,1985,One Of The Living, Tina Turner,1985
3264,Call Me, Go West,1985,Digital Display, Ready For The World,1985
3265,Hold Me, Menudo,1985,Everyday, James Taylor,1985
3266,People Get Ready, Jeff Beck & Rod Stewart,1985,One Vision, Queen,1985
3267,We Are The World, USA For Africa,1985,Running Up That Hill, Kate Bush,1985
3268,My Toot Toot, Jean Knight,1985,Can You Feel The Beat, Lisa Lisa And Clult Jam With Full Force,1985
3269,I Wonder If I Take You Home, Lisa Lisa And Clult Jam With Full Force,1985,Take On Me, a-ha,1985
3270,Through the Fire, Chaka Khan,1985,Somewhere, Barbra Streisand,1985
3271,Alone Again, Dokken,1985,Dangerous, Loverboy,1985
3272,Stir It Up, Patti LaBelle,1985,Tears Are Falling, KISS,1985
3273,Like A Surgeon," ""Weird Al"" Yankovic",1985,Morning Desire, Kenny Rogers,1985
3274,(Closest Thing To) Perfect, Jermaine Jackson,1985,Day By Day, Hooters,1985
3275,Lucky In Love, Mick Jagger,1985,Hell Never Love You (Like I Do), Freddie Jackson,1985
3276,Your Love Is King, Sade,1985,Small Town Girl, John Cafferty & The Beaver Brown Band,1985
3277,Rhythm Of The Night, Debarge,1985,Soul Kiss, Olivia Newton-John,1985
3278,Willie & The Hand Jive, George Thorogood & The Destroyers,1985,Caravan Of Love," Isley, Jasper, Isley",1985
3279,Invisible, Alison Moyet,1985,The Heart Is Not So Smart, El DeBarge With DeBarge,1985
3280,New Attitude, Patti LaBelle,1985,Secret, Orchestral Manoeuvres In The Dark,1985
3281,Burning Flame, Vitamin Z,1985,Beats So Lonely, Charlie Sexton,1985
3282,Frankie, Sister Sledge,1985,I Knew The Bride (When She Use To Rock And Roll), Nick Lowe And His Cowboy Outfit,1985
3283,Til My Baby Comes Home, Luther Vandross,1985,Dont Say No Tonight, Eugene Wilde,1985
3284,When Your Heart Is Weak, Cock Robin,1985,Freedom, The Pointer Sisters,1985
3285,Go For Soda, Kim Mitchell,1985,Saving All My Love For You, Whitney Houston,1985
3286,The Lady Of My Heart, Jack Wagner,1985,Lovin Every Minute Of It, Loverboy,1985
3287,Obsession, Animotion,1985,Stacy, Fortune,1985
3288,Lost In Love, New Edition,1985,This Time, INXS,1985
3289,St. Elmos Fire (Man In Motion), John Parr,1985,Baby Talk, Alisha,1985
3290,Show Some Respect, Tina Turner,1985,One Night Love Affair, Bryan Adams,1985
3291,Do You Wanna Get Away, Shannon,1985,And She Was, Talking Heads,1985
3292,Oh Girl, Boy Meets Girl,1985,Own The Night, Chaka Khan,1985
3293,All She Wants to Do Is Dance, Don Henley,1985,And We Danced, Hooters,1985
3294,Real Love, Dolly Parton (Duet With Kenny Rogers),1985,Oh Sheila, Ready For The World,1985
3295,Im On Fire, Bruce Springsteen,1985,Cherish, Kool & The Gang,1985
3296,Nightshift, Commodores,1985,Fortress Around Your Heart, Sting,1985
3297,Freak-A-Ristic, Atlantic Starr,1985,Girls Are More Fun, Ray Parker Jr.,1985
3298,Walking On The Chinese Wall, Philip Bailey,1985,Lonely Ol Night, John Mellencamp,1985
3299,That Was Yesterday, Foreigner,1985,So In Love, Orchestral Manoeuvres In The Dark,1985
3300,The Reflex, Duran Duran,1984,Like A Virgin, Madonna,1984
3301,Time After Time, Cyndi Lauper,1984,The Wild Boys, Duran Duran,1984
3302,Lets Hear It For The Boy, Deniece Williams,1984,Out Of Touch, Daryl Hall John Oates,1984
3303,Dancing In The Dark, Bruce Springsteen,1984,Sea Of Love, The Honeydrippers,1984
3304,Self Control, Laura Branigan,1984,Cool It Now, New Edition,1984
3305,The Heart Of Rock & Roll, Huey Lewis & The News,1984,We Belong, Pat Benatar,1984
3306,Jump (for My Love), The Pointer Sisters,1984,I Feel For You, Chaka Khan,1984
3307,When Doves Cry, Prince,1984,No More Lonely Nights, Paul McCartney,1984
3308,"Oh, Sherrie", Steve Perry,1984,All I Need, Jack Wagner,1984
3309,Eyes Without A Face, Billy Idol,1984,Valotte, Julian Lennon,1984
3310,Borderline, Madonna,1984,Wake Me Up Before You Go-Go, Wham!,1984
3311,Almost Paradise...Love Theme From Footloose, Mike Reno And Ann Wilson,1984,Run To You, Bryan Adams,1984
3312,Its A Miracle, Culture Club,1984,All Through The Night, Cyndi Lauper,1984
3313,Sister Christian, Night Ranger,1984,Born In The USA, Bruce Springsteen,1984
3314,You Cant Get What You Want, Joe Jackson,1984,Youre The Inspiration, Chicago,1984
3315,Stay The Night, Chicago,1984,I Cant Hold Back, Survivor,1984
3316,Breakdance, Irene Cara,1984,Do What You Do, Jermaine Jackson,1984
3317,Hello, Lionel Richie,1984,Penny Lover, Lionel Richie,1984
3318,Legs, ZZ Top,1984,Understanding, Bob Seger,1984
3319,Magic, The Cars,1984,Hello Again, The Cars,1984
3320,Whos That Girl, Eurythmics,1984,I Want To Know What Love Is, Foreigner,1984
3321,Doctor! Doctor!, Thompson Twins,1984,Easy Lover, Philip Bailey With Phil Collins,1984
3322,Infatuation, Rod Stewart,1984,Strut, Sheena Easton,1984
3323,Modern Day Delilah, Van Stephenson,1984,Centipede, Rebbie Jackson,1984
3324,Dance Hall Days, Wang Chung,1984,Jamie, Ray Parker Jr.,1984
3325,Sad Songs (say So Much), Elton John,1984,Walking On A Thin Line, Huey Lewis & The News,1984
3326,"Run, Runaway", Slade,1984,The Boys Of Summer, Don Henley,1984
3327,No Way Out, Jefferson Starship,1984,We Are The Young, Dan Hartman,1984
3328,Dont Walk Away, Rick Springfield,1984,Better Be Good To Me, Tina Turner,1984
3329,Breakin...theres No Stopping Us, Ollie And Jerry,1984,Stranger In Town, Toto,1984
3330,I Can Dream About You, Dan Hartman,1984,Lover Boy, Billy Ocean,1984
3331,Ill Wait, Van Halen,1984,I Would Die 4 U, Prince And The Revolution,1984
3332,What Is Love, Howard Jones,1984,Bruce, Rick Springfield,1984
3333,Against All Odds (Take A Look At Me Now), Phil Collins,1984,The Belle Of St. Mark, Sheila E.,1984
3334,Whats Love Got To Do With It, Tina Turner,1984,Tender Years, John Cafferty & The Beaver Brown Band,1984
3335,Sunglasses At Night, Corey Hart,1984,Love Light In Flight, Stevie Wonder,1984
3336,Im Free (Heaven Helps The Man), Kenny Loggins,1984,Careless Whisper, Wham! Featuring George Michael,1984
3337,Prime Time, The Alan Parsons Project,1984,(Pride) In The Name Of Love, U2,1984
3338,Obscene Phone Caller, Rockwell,1984,Foolish Heart, Steve Perry,1984
3339,Farewell My Summer Love, Michael Jackson,1984,Neutron Dance, The Pointer Sisters,1984
3340,Romancing The Stone, Eddy Grant,1984,Call To The Heart, Giuffria,1984
3341,If Ever Youre In My Arms Again, Peabo Bryson,1984,Method Of Modern Love, Daryl Hall John Oates,1984
3342,To All The Girls Ive Loved Before, Julio Iglesias And Willie Nelson,1984,In Neon, Elton John,1984
3343,Dancing In The Sheets, Shalamar,1984,It Aint Enough, Corey Hart,1984
3344,Alibis, Sergio Mendes,1984,Solid, Ashford & Simpson,1984
3345,Ghostbusters, Ray Parker Jr.,1984,Misled, Kool & The Gang,1984
3346,Love Of The Common People, Paul Young,1984,Operator, Midnight Star,1984
3347,Boys Do Fall In Love, Robin Gibb,1984,Two Tribes, Frankie Goes To Hollywood,1984
3348,A Little Love, Juice Newton,1984,Jungle Love, The Time,1984
3349,Whisper To A Scream (Birds Fly), Icicle Works,1984,Mistake No. 3, Culture Club,1984
3350,The Longest Time, Billy Joel,1984,Tenderness, General Public,1984
3351,Panama, Van Halen,1984,The Heat Is On, Glenn Frey,1984
3352,The First Day Of Summer, Tony Carey,1984,Tonight, David Bowie,1984
3353,She Dont Know Me, Bon Jovi,1984,Purple Rain, Prince And The Revolution,1984
3354,10-9-8, Face To Face,1984,Ti Amo, Laura Branigan,1984
3355,Strangers In A Strange World, Jenny Burton & Patrick Jude,1984,Missing You, Diana Ross,1984
3356,My Ever Changing Moods, The Style Council,1984,Money Changes Everything, Cyndi Lauper,1984
3357,Turn To You, Go-Go's,1984,"Make No Mistake, Hes Mine", Barbra Streisand With Kim Carnes,1984
3358,The Ghost In You, Psychedelic Furs,1984,I Dowanna Know, REO Speedwagon,1984
3359,Rock You Like A Hurricane, Scorpions,1984,Sugar Walls, Sheena Easton,1984
3360,Love Will Show Us How, Christine McVie,1984,The Old Man Down The Road, John Fogerty,1984
3361,So You Ran, Orion The Hunter,1984,Caribbean Queen (No More Love On The Run), Billy Ocean,1984
3362,Head Over Heels, Go-Go's,1984,I Just Called To Say I Love You, Stevie Wonder,1984
3363,The Lebanon, The Human League,1984,Dont Stop, Jeffrey Osborne,1984
3364,Bringin On The Heartbreak, Def Leppard,1984,Do They Know Its Christmas?, Band-Aid,1984
3365,You Might Think, The Cars,1984,Had A Dream (Sleeping With The Enemy), Roger Hodgson,1984
3366,Hold Me, Teddy Pendergrass And Whitney Houston,1984,Desert Moon, Dennis DeYoung,1984
3367,Round and Round, Ratt,1984,Lover Girl, Teena Marie,1984
3368,Taking It All Too Hard, Genesis,1984,Catch My Fall, Billy Idol,1984
3369,The Moment Of Truth, Survivor,1984,20/20, George Benson,1984
3370,Dont Waste Your Time, Yarbrough & Peoples,1984,Big In Japan, Alphaville,1984
3371,Stuck On You, Lionel Richie,1984,Tragedy, John Hunter,1984
3372,Break-A-Way, Tracey Ullman,1984,Amnesia, Shalamar,1984
3373,Jam On It, Newcleus,1984,Treat Her Like A Lady, The Temptations,1984
3374,Music Time, Styx,1984,Eat My Shorts, Rick Dees,1984
3375,The Glamorous Life, Sheila E.,1984,Naughty Naughty, John Parr,1984
3376,Somebody Elses Guy, Jocelyn Brown,1984,Lonely School, Tommy Shaw,1984
3377,Hold Me Now, Thompson Twins,1984,Eye On You, Billy Squier,1984
3378,"Young Thing, Wild Dreams (Rock Me)", Red Rider,1984,Mr. Telephone Man, New Edition,1984
3379,Tonight Is What It Means To Be Young, Fire Inc.,1984,All Right Now, Rod Stewart,1984
3380,A Chance For Heaven, Christopher Cross,1984,Tears, John Waite,1984
3381,Footloose, Kenny Loggins,1984,Hard Habit To Break, Chicago,1984
3382,Freakshow On The Dance Floor, Bar-Kays,1984,The Greatest Gift Of All, Kenny Rogers,1984
3383,No More Words, Berlin,1984,I Wanna Go Back, Billy Satellite,1984
3384,It Can Happen, Yes,1984,Taxi Dancing, Rick Springfield With Randy Crawford,1984
3385,When We Make Love, Alabama,1984,Small Town Boy, Bronski Beat,1984
3386,Heart Dont Lie, LaToya Jackson,1984,Do It Again, The Kinks,1984
3387,Simple, Johnny Mathis,1984,What About Me?, Kenny Rogers With Kim Carnes & James Ingram,1984
3388,Missing You, John Waite,1984,Turn Up The Radio, Autograph,1984
3389,Too Young To Fall In Love, Motley Crue,1984,Fools Like Me, Lorenzo Lamas,1984
3390,Tonight, Kool & The Gang,1984,I Cant Drive 55, Sammy Hagar,1984
3391,Believe In Me, Dan Fogelberg,1984,The Wild Life, Bananarama,1984
3392,Love Somebody, Rick Springfield,1984,Let It All Blow, Dazz Band,1984
3393,Its My Life, Talk Talk,1984,Blue Jean, David Bowie,1984
3394,South Central Rain (Im Sorry), R.E.M.,1984,Im So Excited, The Pointer Sisters,1984
3395,The Authority Song, John Cougar Mellencamp,1984,The War Song, Culture Club,1984
3396,Give Me Tonight, Shannon,1984,I Need You Tonight, Peter Wolf,1984
3397,White Horse, Laid Back,1984,Hands Tied, Scandal Featuring Patty Smyth,1984
3398,Wouldnt It Be Good, Nik Kershaw,1984,Dont Wait For Heroes, Dennis DeYoung,1984
3399,Little Lady, Duke Jupiter,1984,Thief Of Hearts, Melissa Manchester,1984
3400,Flashdance...What A Feeling, Irene Cara,1983,Say Say Say, Paul McCartney And Michael Jackson,1983
3401,Time (Clock Of The Heart), Culture Club,1983,Say It Isnt So, Daryl Hall John Oates,1983
3402,Electric Avenue, Eddy Grant,1983,Union Of The Snake, Duran Duran,1983
3403,Every Breath You Take, The Police,1983,Owner Of A Lonely Heart, Yes,1983
3404,Lets Dance, David Bowie,1983,All Night Long (All Night), Lionel Richie,1983
3405,Family Man, Daryl Hall John Oates,1983,Uptown Girl, Billy Joel,1983
3406,Dont Let It End, Styx,1983,Love Is A Battlefield, Pat Benatar,1983
3407,Never Gonna Let You Go, Sergio Mendes,1983,Twist Of Fate, Olivia Newton-John,1983
3408,Affair Of The Heart, Rick Springfield,1983,Undercover Of The Night, The Rolling Stones,1983
3409,Too Shy, Kajagoogoo,1983,Break My Stride, Matthew Wilder,1983
3410,Beat It, Michael Jackson,1983,I Guess Thats Why They Call It The Blues, Elton John,1983
3411,Faithfully, Journey,1983,Talking In Your Sleep, The Romantics,1983
3412,Always Something There To Remind Me, Naked Eyes,1983,Church Of The Poison Mind, Culture Club,1983
3413,Shes A Beauty, The Tubes,1983,Major Tom (Coming Home), Peter Schilling,1983
3414,Wanna Be Startin Somethin, Michael Jackson,1983,Cum On Feel The Noize, Quiet Riot,1983
3415,Im Still Standing, Elton John,1983,Synchronicity II, The Police,1983
3416,Come Dancing, The Kinks,1983,Karma Chameleon, Culture Club,1983
3417,Overkill, Men At Work,1983,Islands In The Stream, Kenny Rogers Duet With Dolly Parton,1983
3418,Our House, Madness,1983,Why Me?, Irene Cara,1983
3419,My Love, Lionel Richie,1983,In A Big Country, Big Country,1983
3420,All This Love, Debarge,1983,Running With The Night, Lionel Richie,1983
3421,We Two, Little River Band,1983,Joanna, Kool & The Gang,1983
3422,Try Again, Champaign,1983,Read Em And Weep, Barry Manilow,1983
3423,The Woman In You, Bee Gees,1983,Crumblin Down, John Cougar Mellencamp,1983
3424,Is There Something I Should Know, Duran Duran,1983,If Id Been The One, Thirty Eight Special,1983
3425,Baby Jane, Rod Stewart,1983,Time Will Reveal, Debarge,1983
3426,Stand Back, Stevie Nicks,1983,Thats All, Genesis,1983
3427,Thats Love, Jim Capaldi,1983,I Still Cant Get Over Loving You, Ray Parker Jr.,1983
3428,Wishing (If I Had A Photograph Of You), A Flock Of Seagulls,1983,Pink Houses, John Mellencamp,1983
3429,She Works Hard For The Money, Donna Summer,1983,Aint Nobody, Chaka Khan,1983
3430,Roll Me Away, Bob Seger & The Silver Bullet Band,1983,Holiday, Madonna,1983
3431,Sweet Dreams (Are Made Of This), Eurythmics,1983,The Curly Shuffle, Jump 'n The Saddle,1983
3432,1999, Prince,1983,Stay With Me Tonight, Jeffrey Osborne,1983
3433,She Blinded Me With Science, Thomas Dolby,1983,Gold, Spandau Ballet,1983
3434,Dont Pay The Ferryman, Chris de Burgh,1983,The Sign Of Fire, The Fixx,1983
3435,Little Red Corvette, Prince,1983,Heart And Soul, Huey Lewis & The News,1983
3436,Straight From The Heart, Bryan Adams,1983,When The Lights Go Out, Naked Eyes,1983
3437,White Wedding, Billy Idol,1983,Think Of Laura, Christopher Cross,1983
3438,Solitaire, Laura Branigan,1983,Baby I Lied, Deborah Allen,1983
3439,Cuts Like A Knife, Bryan Adams,1983,In The Mood, Robert Plant,1983
3440,(Keep Feeling) Fascination, The Human League,1983,Souls, Rick Springfield,1983
3441,Saved By Zero, The Fixx,1983,Let The Music Play, Shannon,1983
3442,Take Me To Heart, Quarterflash,1983,Middle Of The Road, Pretenders,1983
